// Psy-Q SDK functions, written by tools/gen_sdk.py.
//
// These are linked in from Sony's libraries and must not be
// decompiled, so tools/progress.py leaves them out of the
// totals and reports them separately. Read the tool's
// docstring for how a function ends up here. A row that is
// wrong is game code being written off - fix it there.
//
// target  address   size  name
atlus    80084890    452  SYS_OBJ_1F2C
atlus    80084A54     36  SYS_OBJ_20F0
atlus    80084A78     40  _ctl
atlus    80084AA0     20  _getctl
atlus    80084AB4     80  _cwb
atlus    80084B04     76  _cwc
atlus    80084B50     48  _param
atlus    80084B80     36  _addque
atlus    80084BA4     76  _addque2
atlus    80084BF0    296  SYS_OBJ_228C
atlus    80084D18    152  SYS_OBJ_23B4
atlus    80084DD4    148  SYS_OBJ_2470
atlus    80084E68     32  SYS_OBJ_2504
atlus    80084E88    764  _exeque
atlus    80085184    260  _reset
atlus    80085288     56  SYS_OBJ_2924
atlus    800852C0     32  _sync
atlus    800852E0     24  SYS_OBJ_297C
atlus    800852F8    124  SYS_OBJ_2994
atlus    800853F4     20  SYS_OBJ_2A90
atlus    80085408     52  set_alarm
atlus    8008543C    348  get_alarm
atlus    80085598     16  SYS_OBJ_2C34
atlus    800855A8    212  _version
atlus    8008567C      8  SYS_OBJ_2D18
atlus    80085684     44  memset
atlus    800856B0     12  GPU_cw
atlus    800856C0     52  memcpy
atlus    800856F4    120  GsInitGraph
atlus    8008576C    344  gpu_init
atlus    800858C4    120  GsInitGraph2
atlus    8008593C    636  valiable_init
atlus    80085BB8    268  GsSortClear
atlus    80085CC4     48  GS_001_OBJ_5D0
atlus    80085CF4    164  GetTPage
atlus    80085D98     36  PRIM_OBJ_A4
atlus    80085DBC     24  GetClut
atlus    80085DD4    188  DumpTPage
atlus    80085E90     20  PRIM_OBJ_19C
atlus    80085EA4     64  DumpClut
atlus    80085EE4     28  NextPrim
atlus    80085F00     28  IsEndPrim
atlus    80085F1C     60  AddPrim
atlus    80085F58     60  AddPrims
atlus    80085F94     36  CatPrim
atlus    80085FB8     24  TermPrim
atlus    80085FD0     32  SetSemiTrans
atlus    80085FF0      8  PRIM_OBJ_2FC
atlus    80085FF8     32  SetShadeTex
atlus    80086018      8  PRIM_OBJ_324
atlus    80086020     20  SetPolyF3
atlus    80086034     20  SetPolyFT3
atlus    80086048     20  SetPolyG3
atlus    8008605C     20  SetPolyGT3
atlus    80086070     20  SetPolyF4
atlus    80086084     20  SetPolyFT4
atlus    80086098     20  SetPolyG4
atlus    800860AC     20  SetPolyGT4
atlus    800860C0     20  SetSprt8
atlus    800860D4     20  SetSprt16
atlus    800860E8     20  SetSprt
atlus    800860FC     20  SetTile1
atlus    80086110     20  SetTile8
atlus    80086124     20  SetTile16
atlus    80086138     20  SetTile
atlus    8008614C     20  SetLineF2
atlus    80086160     20  SetLineG2
atlus    80086174     32  SetLineF3
atlus    80086194     32  SetLineG3
atlus    800861B4     32  SetLineF4
atlus    800861D4     32  SetLineG4
atlus    800861F4     20  SetBlockFill
atlus    80086208     28  SetDrawMove
atlus    80086224    144  SetDrawTPage
atlus    800862B4     36  PRIM_OBJ_5C0
atlus    800862D8    100  SetDrawLoad
atlus    8008633C     48  MargePrim
atlus    8008636C      8  PRIM_OBJ_678
atlus    80086374    364  DumpDrawEnv
atlus    800864E0     20  PRIM_OBJ_7EC
atlus    800864F4    172  DumpDispEnv
atlus    800865A0     16  GsGetActiveBuff
atlus    800865B0    252  GsSetDrawBuffOffset
atlus    800866AC     24  GS_002_OBJ_10C
atlus    800866C4    144  GsSetDrawBuffClip
atlus    80086754    176  GsSwapDispBuff
atlus    80086814    160  FUN_80086814
atlus    800868B4     76  gte_init
atlus    80086900    128  InitGeom
atlus    80086980     32  SetFarColor
atlus    800869A0     24  FUN_800869a0
atlus    800869C0    104  _patch_gte
atlus    80086A60     12  FlushCache
atlus    80086A70     16  FUN_80086a70
atlus    80086A80     16  FUN_80086a80
atlus    80086A90     48  StSetRing
atlus    80086AC0    124  CdInit
atlus    80086B3C     20  EVENT_OBJ_7C
atlus    80086B50     40  def_cbsync
atlus    80086B78     40  def_cbready
atlus    80086BA0     40  def_cbread
atlus    80086BC8     12  DeliverEvent
atlus    80086BD8     16  CdStatus
atlus    80086BE8     16  CdMode
atlus    80086BF8     16  CdLastCom
atlus    80086C08     16  CdLastPos
atlus    80086C18     88  CdReset
atlus    80086C70     20  SYS_OBJ_98
atlus    80086C84     32  CdFlush
atlus    80086CA4     24  CdSetDebug
atlus    80086CBC     44  CdComstr
atlus    80086CE8      8  SYS_OBJ_110
atlus    80086CF0     44  CdIntstr
atlus    80086D1C      8  SYS_OBJ_144
atlus    80086D24     32  CdSync
atlus    80086D44     32  CdReady
atlus    80086D64     24  CdSyncCallback
atlus    80086D7C     24  CdReadyCallback
atlus    80086D94    312  CdControl
atlus    80086ECC    300  CdControlF
atlus    80086FF8    280  CdControlB
atlus    80087110     44  SYS_OBJ_538
atlus    8008713C     36  CdMix
atlus    80087160     36  CdGetSector
atlus    80087184     36  CdDataCallback
atlus    800871A8     32  CdDataSync
atlus    800871C8    260  CdIntToPos
atlus    800872CC    128  CdPosToInt
atlus    8008734C    100  getintr
atlus    800873B0    500  BIOS_OBJ_64
atlus    800875A4    256  BIOS_OBJ_258
atlus    800876A4     76  BIOS_OBJ_358
atlus    800876F0    132  BIOS_OBJ_3A4
atlus    80087774    136  BIOS_OBJ_428
atlus    800877FC    136  BIOS_OBJ_4B0
atlus    800878AC     24  BIOS_OBJ_560
atlus    800878C4    300  CD_sync
atlus    800879F0     48  BIOS_OBJ_6A4
atlus    80087A20    248  BIOS_OBJ_6D4
atlus    80087B18     44  BIOS_OBJ_7CC
atlus    80087B44    308  CD_ready
atlus    80087C78     48  BIOS_OBJ_92C
atlus    80087CA8    312  BIOS_OBJ_95C
atlus    80087DE0     48  BIOS_OBJ_A94
atlus    80087E10    708  CD_cw
atlus    800880D4     48  BIOS_OBJ_D88
atlus    80088104    292  BIOS_OBJ_DB8
atlus    80088228     48  BIOS_OBJ_EDC
atlus    80088258    136  CD_vol
atlus    800882E0    224  CD_flush
atlus    800883C0    244  CD_initvol
atlus    800884B4     80  CD_initintr
atlus    80088504    492  CD_init
atlus    800886F0    284  CD_datasync
atlus    8008880C     80  BIOS_OBJ_14C0
atlus    8008885C    256  CD_getsector
atlus    8008895C     16  CD_set_test_parmnum
atlus    8008896C     44  callback
atlus    80088998    180  BIOS_OBJ_164C
atlus    80088A4C     44  puts
atlus    80088A78     36  PUTS_OBJ_2C
atlus    80088A9C    268  CdSearchFile
atlus    80088BA8    416  ISO9660_OBJ_10C
atlus    80088D48     12  ISO9660_OBJ_2AC
atlus    80088D54     40  ISO9660_OBJ_2B8
atlus    80088D7C     36  _cmp
atlus    80088DA0    692  CD_newmedia
atlus    80089054     40  ISO9660_OBJ_5B8
atlus    8008907C    132  CD_searchdir
atlus    80089100     36  ISO9660_OBJ_664
atlus    80089124    380  CD_cachefile
atlus    800892A0     28  ISO9660_OBJ_804
atlus    800892BC    224  ISO9660_OBJ_820
atlus    8008939C     44  ISO9660_OBJ_900
atlus    800893C8    108  cd_read
atlus    80089434     52  memcpy
atlus    80089468     92  strcmp
atlus    800894C4      8  STRCMP_OBJ_5C
atlus    800894CC    120  strncmp
atlus    80089544      8  STRNCMP_OBJ_78
atlus    8008954C    276  cb_read
atlus    80089660    272  CDREAD_OBJ_114
atlus    80089770    440  cd_read_retry
atlus    80089928      8  CDREAD_OBJ_3DC
atlus    80089930     24  CDREAD_OBJ_3E4
atlus    80089948     96  CdRead
atlus    800899A8     12  CDREAD_OBJ_45C
atlus    800899B4    156  CDREAD_OBJ_468
atlus    80089A50    144  CdReadSync
atlus    80089AE0     60  CDREAD_OBJ_594
atlus    80089B1C     24  CdReadCallback
atlus    80089B34     80  CdRead2
atlus    80089B84     68  CDREAD2_OBJ_50
atlus    80089BC8     32  StCdInterrupt2
atlus    80089BE8     96  StClearRing
atlus    80089C48    144  data_ready_callback
atlus    80089CD8     76  StGetBackloc
atlus    80089D24     20  C_004_OBJ_DC
atlus    80089D38    136  StSetStream
atlus    80089DC0    176  StFreeRing
atlus    80089E70     12  C_007_OBJ_B0
atlus    80089E7C     64  init_ring_status
atlus    80089EBC    196  StGetNext
atlus    80089F80     32  FUN_80089f80
atlus    80089FA0    624  StCdInterrupt
atlus    8008A210    352  C_011_OBJ_270
atlus    8008A370     32  C_011_OBJ_3D0
atlus    8008A75C    160  C_011_OBJ_7BC
atlus    8008A7FC     40  C_011_OBJ_85C
atlus    8008A8A0     96  C_011_OBJ_900
atlus    8008A900     16  C_011_OBJ_960
atlus    8008A910     52  mem2mem
atlus    8008A944    140  dma_execute
atlus    8008A9D0     60  C_011_OBJ_A30
atlus    8008AA30    208  C_011_OBJ_A90
atlus    8008AB00     80  PadInit
atlus    8008AB50     48  PadRead
atlus    8008AB80     32  PadStop
atlus    8008ABA0     12  StopPAD
atlus    8008ABB0     12  PAD_init
atlus    8008ABC0     12  PAD_dr
atlus    8008ABD0     12  ChangeClearPAD
atlus    8008ABE0    132  VSync
atlus    8008AC64    172  VSYNC_OBJ_84
atlus    8008AD10     24  VSYNC_OBJ_130
atlus    8008AD28    140  v_wait
atlus    8008ADB4     16  VSYNC_OBJ_1D4
atlus    8008ADC4     12  ChangeClearRCnt
atlus    8008ADD4     48  ResetCallback
atlus    8008AE04     48  InterruptCallback
atlus    8008AE34     48  DMACallback
atlus    8008AE64     52  VSyncCallback
atlus    8008AE98     48  VSyncCallbacks
atlus    8008AEC8     48  StopCallback
atlus    8008AEF8     48  RestartCallback
atlus    8008AF28     16  CheckCallback
atlus    8008AF38     24  GetIntrMask
atlus    8008AF50     28  SetIntrMask
atlus    8008AF6C    220  startIntr
atlus    8008B048    436  trapIntr
atlus    8008B1FC     52  INTR_OBJ_428
atlus    8008B230    184  setIntr
atlus    8008B2E8    156  INTR_OBJ_514
atlus    8008B384    172  stopIntr
atlus    8008B430    116  restartIntr
atlus    8008B4A4     20  INTR_OBJ_6D0
atlus    8008B4B8     44  memclr
atlus    8008B4E4     12  _96_remove
atlus    8008B4F4     12  ReturnFromException
atlus    8008B504     12  ResetEntryInt
atlus    8008B514     12  HookEntryInt
atlus    8008B524     60  setjmp
atlus    8008B560     60  longjmp
atlus    8008B5A4     88  startIntrVSync
atlus    8008B5FC    120  trapIntrVSync
atlus    8008B674     44  setIntrVSync
atlus    8008B6A0     44  memclr
atlus    8008B6CC     80  startIntrDMA
atlus    8008B71C    388  trapIntrDMA
atlus    8008B8A0    160  setIntrDMA
atlus    8008B940      8  INTR_DMA_OBJ_274
atlus    8008B948     44  memclr
atlus    8008B98C     16  FUN_8008b98c
atlus    8008B99C    148  SsSetSerialAttr
atlus    8008BA30    252  SsSetSerialVol
atlus    8008BB2C     48  FUN_8008bb2c
atlus    8008BB5C    232  _SsInit
atlus    8008BC58     16  FUN_8008bc58
atlus    8008BC68    324  SpuVmAlloc
atlus    8008BDAC      4  VMANAGER_OBJ_144
atlus    8008BDB0     28  VMANAGER_OBJ_148
atlus    8008BDCC    260  VMANAGER_OBJ_164
atlus    8008BED0    460  SpuVmKeyOnNow
atlus    8008C09C    112  VMANAGER_OBJ_434
atlus    8008C10C    112  VMANAGER_OBJ_4A4
atlus    8008C17C     44  VMANAGER_OBJ_514
atlus    8008C1A8    304  VMANAGER_OBJ_540
atlus    8008C2D8    120  VMANAGER_OBJ_670
atlus    8008C350    100  VMANAGER_OBJ_6E8
atlus    8008C3B4    288  SpuVmDoAllocate
atlus    8008C4D4    244  VMANAGER_OBJ_86C
atlus    8008C5C8    400  vmNoiseOn
atlus    8008C758    112  VMANAGER_OBJ_AF0
atlus    8008C7C8    112  VMANAGER_OBJ_B60
atlus    8008C838     40  VMANAGER_OBJ_BD0
atlus    8008C860    144  VMANAGER_OBJ_BF8
atlus    8008C8F0    392  VMANAGER_OBJ_C88
atlus    8008CA78     32  VMANAGER_OBJ_E10
atlus    8008CA98    108  vmNoiseOn2
atlus    8008CB04    304  VMANAGER_OBJ_E9C
atlus    8008CC34    176  note2pitch
atlus    8008CCE4      8  VMANAGER_OBJ_107C
atlus    8008CCEC    244  note2pitch2
atlus    8008CDE0      8  VMANAGER_OBJ_1178
atlus    8008CDE8    332  SePitchBend
atlus    8008CF34     88  VMANAGER_OBJ_12CC
atlus    8008CF8C      8  SsUtVibrateOn
atlus    8008CF94      8  SsUtVibrateOff
atlus    8008CF9C    304  SeAutoVol
atlus    8008D0CC    120  VMANAGER_OBJ_1464
atlus    8008D144      8  VMANAGER_OBJ_14DC
atlus    8008D14C    272  SetAutoVol
atlus    8008D25C    272  VMANAGER_OBJ_15F4
atlus    8008D36C     88  VMANAGER_OBJ_1704
atlus    8008D3C4     88  VMANAGER_OBJ_175C
atlus    8008D41C     52  VMANAGER_OBJ_17B4
atlus    8008D450     76  VMANAGER_OBJ_17E8
atlus    8008D49C    304  SeAutoPan
atlus    8008D5CC    120  VMANAGER_OBJ_1964
atlus    8008D644      8  VMANAGER_OBJ_19DC
atlus    8008D64C    272  SetAutoPan
atlus    8008D75C    272  VMANAGER_OBJ_1AF4
atlus    8008D86C     88  VMANAGER_OBJ_1C04
atlus    8008D8C4     76  VMANAGER_OBJ_1C5C
atlus    8008D910     52  VMANAGER_OBJ_1CA8
atlus    8008D944     76  VMANAGER_OBJ_1CDC
atlus    8008D990    232  SpuVmInit
atlus    8008DA78    436  VMANAGER_OBJ_1E10
atlus    8008DC2C    308  VMANAGER_OBJ_1FC4
atlus    8008DD60    152  SpuVmNoiseOnWithAdsr
atlus    8008DDF8    184  SpuVmNoiseOff
atlus    8008DEB0    128  SpuVmNoiseOn
atlus    8008DF30    376  SpuVmPBVoice
atlus    8008E0A8    140  VMANAGER_OBJ_2440
atlus    8008E134    240  SpuVmPitchBend
atlus    8008E224    940  SpuVmFlush
atlus    8008E5D0    300  SpuVmKeyOn
atlus    8008E6FC   1116  VMANAGER_OBJ_2A94
atlus    8008EB58     28  VMANAGER_OBJ_2EF0
atlus    8008EB74     20  VMANAGER_OBJ_2F0C
atlus    8008EB88     56  VMANAGER_OBJ_2F20
atlus    8008EBC0    300  SpuVmKeyOff
atlus    8008ECEC    148  VMANAGER_OBJ_3084
atlus    8008ED80     48  VMANAGER_OBJ_3118
atlus    8008EDB0    176  SpuVmSeKeyOn
atlus    8008EE60     60  VMANAGER_OBJ_31F8
atlus    8008EE9C     52  SpuVmSeKeyOff
atlus    8008EED0      8  KeyOnCheck
atlus    8008EED8    372  SpuVmSetSeqVol
atlus    8008F04C    108  SpuVmGetSeqVol
atlus    8008F0B8     80  SpuVmGetSeqLVol
atlus    8008F108     80  SpuVmGetSeqRVol
atlus    8008F158    140  SpuVmSeqKeyOff
atlus    8008F1E4    184  VMANAGER_OBJ_357C
atlus    8008F29C    116  SpuVmSetProgVol
atlus    8008F310     84  SpuVmGetProgVol
atlus    8008F364    116  SpuVmSetProgPan
atlus    8008F3D8     84  SpuVmGetProgPan
atlus    8008F42C    816  SpuVmSetVol
atlus    8008F75C    156  VMANAGER_OBJ_3AF4
atlus    8008F7F8    100  VMANAGER_OBJ_3B90
atlus    8008F85C     44  VMANAGER_OBJ_3BF4
atlus    8008F888    220  VMANAGER_OBJ_3C20
atlus    8008F964    376  SsUtKeyOn
atlus    8008FADC    492  VMANAGER_OBJ_3E74
atlus    8008FCC8     12  VMANAGER_OBJ_4060
atlus    8008FCD4     52  VMANAGER_OBJ_406C
atlus    8008FD08    316  SsUtKeyOff
atlus    8008FE44    148  VMANAGER_OBJ_41DC
atlus    8008FED8     16  VMANAGER_OBJ_4270
atlus    8008FEF4      8  VMANAGER_OBJ_428C
atlus    8008FEFC    392  SsUtKeyOnV
atlus    80090084    464  VMANAGER_OBJ_441C
atlus    80090254     16  VMANAGER_OBJ_45EC
atlus    80090264     52  VMANAGER_OBJ_45FC
atlus    80090298     96  SsUtKeyOffV
atlus    800902F8    164  VMANAGER_OBJ_4690
atlus    800903A8      8  VMANAGER_OBJ_4740
atlus    800903B0    144  SsUtPitchBend
atlus    80090440    284  SsUtChangePitch
atlus    8009055C     36  VMANAGER_OBJ_48F4
atlus    80090580    204  SsUtChangeADSR
atlus    8009064C     12  VMANAGER_OBJ_49E4
atlus    80090658     80  SsUtGetDetVVol
atlus    800906A8      8  VMANAGER_OBJ_4A40
atlus    800906B0     96  SsUtSetDetVVol
atlus    80090710     12  VMANAGER_OBJ_4AA8
atlus    8009071C    132  SsUtGetVVol
atlus    800907A0      8  VMANAGER_OBJ_4B38
atlus    800907A8    128  SsUtSetVVol
atlus    80090828     12  VMANAGER_OBJ_4BC0
atlus    80090834     68  SsUtAutoVol
atlus    80090878     16  VMANAGER_OBJ_4C10
atlus    80090888     68  SsUtAutoPan
atlus    800908CC     16  VMANAGER_OBJ_4C64
atlus    800908DC    284  SsUtAllKeyOff
atlus    800909F8    192  VMANAGER_OBJ_4D90
atlus    80090AB8    188  SpuVmVSetUp
atlus    80090B74      8  VM_VSU_OBJ_BC
atlus    80090B7C     32  SsUtReverbOff
atlus    80090B9C    200  _SpuInit
atlus    80090C64    132  SpuStart
atlus    80090CE8     12  OpenEvent
atlus    80090CF8     12  EnableEvent
atlus    80090D08     88  _spu_reset
atlus    80090D60     52  SPU_OBJ_58
atlus    80090D94    320  _spu_init
atlus    80090ED4    328  SPU_OBJ_1CC
atlus    8009101C     76  SPU_OBJ_314
atlus    80091068     76  SPU_OBJ_360
atlus    800910B4     76  SPU_OBJ_3AC
atlus    80091100    120  SPU_OBJ_3F8
atlus    80091178     76  SPU_OBJ_470
atlus    800911C4     76  SPU_OBJ_4BC
atlus    80091210     76  SPU_OBJ_508
atlus    8009125C     84  SPU_OBJ_554
atlus    800912B0    308  _spu_writeByIO
atlus    800913E4    156  SPU_OBJ_6DC
atlus    80091480     56  SPU_OBJ_778
atlus    800914B8     76  SPU_OBJ_7B0
atlus    80091504    188  SPU_OBJ_7FC
atlus    800915C0     36  SPU_OBJ_8B8
atlus    800915E4     80  _spu_FiDMA
atlus    80091634     76  SPU_OBJ_92C
atlus    80091680     76  SPU_OBJ_978
atlus    800916CC    168  SPU_OBJ_9C4
atlus    80091774     16  SPU_OBJ_A6C
atlus    80091784    168  _spu_r_
atlus    8009182C    108  SPU_OBJ_B24
atlus    80091898     76  SPU_OBJ_B90
atlus    800918E4    128  SPU_OBJ_BDC
atlus    80091964    520  _spu_t
atlus    80091B6C    152  SPU_OBJ_E64
atlus    80091C04      8  SPU_OBJ_EFC
atlus    80091C0C    112  _spu_write
atlus    80091C7C     24  SPU_OBJ_F74
atlus    80091C94    104  _spu_read
atlus    80091CFC     64  _spu_FsetRXX
atlus    80091D3C      8  SPU_OBJ_1034
atlus    80091D44    156  _spu_FsetRXXa
atlus    80091DE0      8  SPU_OBJ_10D8
atlus    80091DE8     52  _spu_FgetRXXa
atlus    80091E1C      8  SPU_OBJ_1114
atlus    80091E24     36  _SpuDataCallback
atlus    80091E48     76  SpuInitMalloc
atlus    80091E94      8  S_M_INIT_OBJ_4C
atlus    80091E9C     36  SpuSetNoiseVoice
atlus    80091EC0    160  _SpuSetAnyVoice
atlus    80091F60     20  S_SAV_OBJ_A0
atlus    80091F74     44  FUN_80091f74
atlus    80091FB0     92  SpuSetCommonAttr
atlus    8009200C      8  S_SCA_OBJ_5C
atlus    80092014      8  S_SCA_OBJ_64
atlus    8009201C      8  S_SCA_OBJ_6C
atlus    80092024      8  S_SCA_OBJ_74
atlus    8009202C      8  S_SCA_OBJ_7C
atlus    80092034      8  S_SCA_OBJ_84
atlus    8009203C      8  S_SCA_OBJ_8C
atlus    80092044      8  S_SCA_OBJ_94
atlus    8009204C     48  S_SCA_OBJ_9C
atlus    8009207C     88  S_SCA_OBJ_CC
atlus    800920D4      8  S_SCA_OBJ_124
atlus    800920DC      8  S_SCA_OBJ_12C
atlus    800920E4      8  S_SCA_OBJ_134
atlus    800920EC      8  S_SCA_OBJ_13C
atlus    800920F4      8  S_SCA_OBJ_144
atlus    800920FC      8  S_SCA_OBJ_14C
atlus    80092104      8  S_SCA_OBJ_154
atlus    8009210C      8  S_SCA_OBJ_15C
atlus    80092114     48  S_SCA_OBJ_164
atlus    80092144    172  S_SCA_OBJ_194
atlus    800921F0     84  S_SCA_OBJ_240
atlus    80092244    156  S_SCA_OBJ_294
atlus    800922E0     84  S_SCA_OBJ_330
atlus    80092334     16  S_SCA_OBJ_384
open     80089838     16  start
open     80089848     12  _bu_init
open     80089858     12  OpenEvent
open     80089868     12  CloseEvent
open     80089878     12  TestEvent
open     80089888     12  EnableEvent
open     80089898     12  InitPAD
open     800898A8     12  StartPAD
open     800898B8     16  FUN_800898b8
open     800898C8     16  FUN_800898c8
open     800898D8     12  open
open     800898E8     12  lseek
open     800898F8     12  read
open     80089908     12  write
open     80089918     12  close
open     80089928     12  format
open     80089938     12  firstfile
open     80089948     12  delete
open     80089958     44  bzero
open     80089984     52  memcpy
open     800899B8     68  strcpy
open     800899FC     12  _card_info
open     80089A0C     12  _card_load
open     80089A1C     12  InitCARD
open     80089A2C     12  StartCARD
open     80089A3C     56  _card_clear
open     80089A74     12  _card_write
open     80089A84     12  _new_card
open     80089A94     56  DecDCTReset
open     80089ACC    140  DecDCTGetEnv
open     80089B58    156  DecDCTPutEnv
open     80089BF4     12  DecDCTBufSize
open     80089C00     48  DecDCTin
open     80089C30     44  LIBPRESS_OBJ_19C
open     80089C5C     32  LIBPRESS_OBJ_1C8
open     80089C7C     32  DecDCTout
open     80089C9C     32  DecDCTinSync
open     80089CBC     32  DecDCToutSync
open     80089CDC     36  DecDCTinCallback
open     80089D00     36  DecDCToutCallback
open     80089D24    220  MDEC_reset
open     80089E00     16  LIBPRESS_OBJ_36C
open     80089E10     16  LIBPRESS_OBJ_37C
open     80089E20    148  MDEC_in
open     80089EB4    144  MDEC_out
open     80089F44    136  MDEC_in_sync
open     80089FCC     16  LIBPRESS_OBJ_538
open     80089FDC    136  MDEC_out_sync
open     8008A064     16  LIBPRESS_OBJ_5D0
open     8008A074    304  timeout
open     8008A1A4     60  printf
open     8008A1E0     80  prnt
open     8008A230     16  PRNT_OBJ_50
open     8008A240     12  PRNT_OBJ_60
open     8008A268     48  PRNT_OBJ_88
open     8008A298     16  PRNT_OBJ_B8
open     8008A2A8      8  PRNT_OBJ_C8
open     8008A2B0     28  PRNT_OBJ_D0
open     8008A2CC      8  PRNT_OBJ_EC
open     8008A2D4      8  PRNT_OBJ_F4
open     8008A2DC    120  PRNT_OBJ_FC
open     8008A354     20  PRNT_OBJ_174
open     8008A368      8  PRNT_OBJ_188
open     8008A370     88  PRNT_OBJ_190
open     8008A3C8      8  PRNT_OBJ_1E8
open     8008A3D0      8  PRNT_OBJ_1F0
open     8008A3D8      8  PRNT_OBJ_1F8
open     8008A3E0     28  PRNT_OBJ_200
open     8008A3FC      4  PRNT_OBJ_21C
open     8008A400     44  PRNT_OBJ_220
open     8008A42C     24  PRNT_OBJ_24C
open     8008A444     60  PRNT_OBJ_264
open     8008A480      4  PRNT_OBJ_2A0
open     8008A484     52  PRNT_OBJ_2A4
open     8008A4B8     16  PRNT_OBJ_2D8
open     8008A4C8    100  PRNT_OBJ_2E8
open     8008A52C      4  PRNT_OBJ_34C
open     8008A530     52  PRNT_OBJ_350
open     8008A564     12  PRNT_OBJ_384
open     8008A570     48  PRNT_OBJ_390
open     8008A5A0     20  PRNT_OBJ_3C0
open     8008A5B4      4  PRNT_OBJ_3D4
open     8008A5B8    156  PRNT_OBJ_3D8
open     8008A654    288  PRNT_OBJ_474
open     8008A774    164  PRNT_OBJ_594
open     8008A818     24  PRNT_OBJ_638
open     8008A830      8  PRNT_OBJ_650
open     8008A838     52  PRNT_OBJ_658
open     8008A86C     48  toupper
open     8008A89C     48  tolower
open     8008A8CC     32  memchr
open     8008A8EC     40  MEMCHR_OBJ_20
open     8008A914      8  MEMCHR_OBJ_48
open     8008A91C     60  putchar
open     8008A958     40  PUTCHAR_OBJ_3C
open     8008A9B4     28  PUTCHAR_OBJ_98
open     8008A9D0     40  strlen
open     8008A9F8      8  STRLEN_OBJ_28
open     8008AA04     48  DecDCTvlcSize
open     8008AA34    832  DecDCTvlc
open     8008AE3C     36  PRIM_OBJ_A4
open     8008AE60     24  GetClut
open     8008AE78    188  DumpTPage
open     8008AF34     20  PRIM_OBJ_19C
open     8008AF48     64  DumpClut
open     8008AF88     28  NextPrim
open     8008AFA4     28  IsEndPrim
open     8008AFC0     60  AddPrim
open     8008AFFC     60  AddPrims
open     8008B038     36  CatPrim
open     8008B05C     24  TermPrim
open     8008B074     32  SetSemiTrans
open     8008B094      8  PRIM_OBJ_2FC
open     8008B09C     32  SetShadeTex
open     8008B0BC      8  PRIM_OBJ_324
open     8008B0C4     20  SetPolyF3
open     8008B0D8     20  SetPolyFT3
open     8008B0EC     20  SetPolyG3
open     8008B100     20  SetPolyGT3
open     8008B114     20  SetPolyF4
open     8008B128     20  SetPolyFT4
open     8008B13C     20  SetPolyG4
open     8008B150     20  SetPolyGT4
open     8008B164     20  SetSprt8
open     8008B178     20  SetSprt16
open     8008B18C     20  SetSprt
open     8008B1A0     20  SetTile1
open     8008B1B4     20  SetTile8
open     8008B1C8     20  SetTile16
open     8008B1DC     20  SetTile
open     8008B1F0     20  SetLineF2
open     8008B204     20  SetLineG2
open     8008B218     32  SetLineF3
open     8008B238     32  SetLineG3
open     8008B258     32  SetLineF4
open     8008B278     32  SetLineG4
open     8008B298     20  SetBlockFill
open     8008B2AC     28  SetDrawMove
open     8008B2C8    144  SetDrawTPage
open     8008B358     36  PRIM_OBJ_5C0
open     8008B37C    100  SetDrawLoad
open     8008B3E0     48  MargePrim
open     8008B410      8  PRIM_OBJ_678
open     8008B418    364  DumpDrawEnv
open     8008B584     20  PRIM_OBJ_7EC
open     8008B598    172  DumpDispEnv
open     8008B644    320  ResetGraph
open     8008B784     24  SYS_OBJ_140
open     8008B79C    140  SetGraphReverse
open     8008B828    136  SYS_OBJ_1E4
open     8008B8B0    108  SetGraphDebug
open     8008B91C    172  SetGraphQueue
open     8008B9C8     16  GetGraphType
open     8008B9D8     16  GetGraphDebug
open     8008B9E8     92  DrawSyncCallback
open     8008BA44    156  SetDispMask
open     8008BAE0    108  DrawSync
open     8008BB4C    216  checkRECT
open     8008BC24     60  SYS_OBJ_5E0
open     8008BC60     20  SYS_OBJ_61C
open     8008BC74    148  ClearImage
open     8008BD08    100  LoadImage
open     8008BD6C    100  StoreImage
open     8008BDD0    168  MoveImage
open     8008BE78     28  SYS_OBJ_834
open     8008BE94    184  ClearOTag
open     8008BF4C    152  ClearOTagR
open     8008BFE4     96  DrawPrim
open     8008C044    116  DrawOTag
open     8008C0B8    196  PutDrawEnv
open     8008C17C    220  DrawOTagEnv
open     8008C258     56  GetDrawEnv
open     8008C290    176  PutDispEnv
open     8008C340    236  SYS_OBJ_CFC
open     8008C42C    180  SYS_OBJ_DE8
open     8008C4E0     92  SYS_OBJ_E9C
open     8008C53C    400  SYS_OBJ_EF8
open     8008C6CC    116  SYS_OBJ_1088
open     8008C740     56  GetDispEnv
open     8008C778     52  GetODE
open     8008C7AC     60  SetTexWindow
open     8008C7E8    132  SetDrawArea
open     8008C86C     68  SetDrawOffset
open     8008C8B0     40  SetPriority
open     8008C8D8     88  SetDrawMode
open     8008C930    360  SetDrawEnv
open     8008CA98    284  SYS_OBJ_1454
open     8008CBB4     32  SYS_OBJ_1570
open     8008CBD4     84  get_mode
open     8008CC28      8  SYS_OBJ_15E4
open     8008CC30    188  get_cs
open     8008CCEC     16  SYS_OBJ_16A8
open     8008CCFC    188  get_ce
open     8008CDB8     16  SYS_OBJ_1774
open     8008CDC8     56  get_ofs
open     8008CE00     16  SYS_OBJ_17BC
open     8008CE10    120  get_tw
